profit_center_id,profit_center,region,segment,month,account,budget_usd,actual_usd
PC-106,Nashville Retail,Southeast,Retail,2026-05,Fees,235200.0,234661.0
PC-106,Nashville Retail,Southeast,Retail,2026-05,Supplemental commissions,107800.0,112170.0
PC-106,Nashville Retail,Southeast,Retail,2026-05,Contingent commissions,0.0,0.0
PC-106,Nashville Retail,Southeast,Retail,2026-05,Investment income,29400.0,32209.0
PC-106,Nashville Retail,Southeast,Retail,2026-05,Compensation & benefits,519400.0,517018.0
PC-106,Nashville Retail,Southeast,Retail,2026-05,Occupancy & office,58800.0,57750.0
PC-106,Nashville Retail,Southeast,Retail,2026-05,Integration costs,0.0,0.0
PC-106,Nashville Retail,Southeast,Retail,2026-05,Other operating expenses,88200.0,81194.0
PC-106,Nashville Retail,Southeast,Retail,2026-06,Core commissions,1038800.0,1072597.0
PC-106,Nashville Retail,Southeast,Retail,2026-06,Fees,249312.0,256149.0
PC-106,Nashville Retail,Southeast,Retail,2026-06,Supplemental commissions,114268.0,111548.0
PC-106,Nashville Retail,Southeast,Retail,2026-06,Contingent commissions,44100.0,43928.0
PC-106,Nashville Retail,Southeast,Retail,2026-06,Investment income,31164.0,34768.0
PC-106,Nashville Retail,Southeast,Retail,2026-06,Compensation & benefits,550564.0,534367.0
PC-106,Nashville Retail,Southeast,Retail,2026-06,Occupancy & office,62328.0,60210.0
PC-106,Nashville Retail,Southeast,Retail,2026-06,Integration costs,0.0,0.0
PC-106,Nashville Retail,Southeast,Retail,2026-06,Other operating expenses,93492.0,99223.0
PC-201,Dallas Retail,Central,Retail,2026-01,Core commissions,1961000.0,2056052.0
PC-201,Dallas Retail,Central,Retail,2026-01,Fees,470640.0,474931.0
PC-201,Dallas Retail,Central,Retail,2026-01,Supplemental commissions,215710.0,222928.0
PC-201,Dallas Retail,Central,Retail,2026-01,Contingent commissions,0.0,0.0
PC-201,Dallas Retail,Central,Retail,2026-01,Investment income,58830.0,64647.0
PC-201,Dallas Retail,Central,Retail,2026-01,Compensation & benefits,1039330.0,1016098.0
PC-201,Dallas Retail,Central,Retail,2026-01,Occupancy & office,117660.0,115855.0
PC-201,Dallas Retail,Central,Retail,2026-01,Integration costs,0.0,0.0
PC-201,Dallas Retail,Central,Retail,2026-01,Other operating expenses,176490.0,187757.0
PC-201,Dallas Retail,Central,Retail,2026-02,Core commissions,1794500.0,1858267.0
PC-201,Dallas Retail,Central,Retail,2026-02,Fees,430680.0,461749.0
PC-201,Dallas Retail,Central,Retail,2026-02,Supplemental commissions,197395.0,205270.0
PC-201,Dallas Retail,Central,Retail,2026-02,Contingent commissions,0.0,0.0
PC-201,Dallas Retail,Central,Retail,2026-02,Investment income,53835.0,59486.0
PC-201,Dallas Retail,Central,Retail,2026-02,Compensation & benefits,951085.0,928418.0
PC-201,Dallas Retail,Central,Retail,2026-02,Occupancy & office,107670.0,110083.0
PC-201,Dallas Retail,Central,Retail,2026-02,Integration costs,0.0,0.0
PC-201,Dallas Retail,Central,Retail,2026-02,Other operating expenses,161505.0,171431.0
PC-201,Dallas Retail,Central,Retail,2026-03,Core commissions,1850000.0,1829216.0
PC-201,Dallas Retail,Central,Retail,2026-03,Fees,444000.0,454715.0
PC-201,Dallas Retail,Central,Retail,2026-03,Supplemental commissions,203500.0,196470.0
PC-201,Dallas Retail,Central,Retail,2026-03,Contingent commissions,83250.0,99156.0
PC-201,Dallas Retail,Central,Retail,2026-03,Investment income,55500.0,63746.0
PC-201,Dallas Retail,Central,Retail,2026-03,Compensation & benefits,980500.0,998783.0
PC-201,Dallas Retail,Central,Retail,2026-03,Occupancy & office,111000.0,114387.0
PC-201,Dallas Retail,Central,Retail,2026-03,Integration costs,0.0,0.0
PC-201,Dallas Retail,Central,Retail,2026-03,Other operating expenses,166500.0,153840.0
PC-201,Dallas Retail,Central,Retail,2026-04,Core commissions,1794500.0,1845442.0
PC-201,Dallas Retail,Central,Retail,2026-04,Fees,430680.0,416225.0
PC-201,Dallas Retail,Central,Retail,2026-04,Supplemental commissions,197395.0,205899.0
PC-201,Dallas Retail,Central,Retail,2026-04,Contingent commissions,0.0,0.0
PC-201,Dallas Retail,Central,Retail,2026-04,Investment income,53835.0,61471.0
PC-201,Dallas Retail,Central,Retail,2026-04,Compensation & benefits,951085.0,968818.0
PC-201,Dallas Retail,Central,Retail,2026-04,Occupancy & office,107670.0,105661.0
PC-201,Dallas Retail,Central,Retail,2026-04,Integration costs,0.0,0.0
PC-201,Dallas Retail,Central,Retail,2026-04,Other operating expenses,161505.0,168931.0
PC-201,Dallas Retail,Central,Retail,2026-05,Core commissions,1850000.0,1762997.0
PC-201,Dallas Retail,Central,Retail,2026-05,Fees,444000.0,477048.0
PC-201,Dallas Retail,Central,Retail,2026-05,Supplemental commissions,203500.0,210797.0
PC-201,Dallas Retail,Central,Retail,2026-05,Contingent commissions,0.0,0.0
PC-201,Dallas Retail,Central,Retail,2026-05,Investment income,55500.0,63214.0
PC-201,Dallas Retail,Central,Retail,2026-05,Compensation & benefits,980500.0,978165.0
PC-201,Dallas Retail,Central,Retail,2026-05,Occupancy & office,111000.0,109270.0
PC-201,Dallas Retail,Central,Retail,2026-05,Integration costs,0.0,0.0
PC-201,Dallas Retail,Central,Retail,2026-05,Other operating expenses,166500.0,174368.0
PC-201,Dallas Retail,Central,Retail,2026-06,Core commissions,1961000.0,1896898.0
PC-201,Dallas Retail,Central,Retail,2026-06,Fees,470640.0,425803.0
PC-201,Dallas Retail,Central,Retail,2026-06,Supplemental commissions,215710.0,209091.0
PC-201,Dallas Retail,Central,Retail,2026-06,Contingent commissions,83250.0,67646.0
PC-201,Dallas Retail,Central,Retail,2026-06,Investment income,58830.0,67538.0
PC-201,Dallas Retail,Central,Retail,2026-06,Compensation & benefits,1039330.0,1025556.0
PC-201,Dallas Retail,Central,Retail,2026-06,Occupancy & office,117660.0,118992.0
PC-201,Dallas Retail,Central,Retail,2026-06,Integration costs,0.0,0.0
PC-201,Dallas Retail,Central,Retail,2026-06,Other operating expenses,176490.0,173657.0
PC-202,Houston Retail,Central,Retail,2026-01,Core commissions,1696000.0,1793924.0
PC-202,Houston Retail,Central,Retail,2026-01,Fees,407040.0,409988.0
PC-202,Houston Retail,Central,Retail,2026-01,Supplemental commissions,186560.0,194754.0
PC-202,Houston Retail,Central,Retail,2026-01,Contingent commissions,0.0,0.0
PC-202,Houston Retail,Central,Retail,2026-01,Investment income,50880.0,58422.0
PC-202,Houston Retail,Central,Retail,2026-01,Compensation & benefits,898880.0,881544.0
PC-202,Houston Retail,Central,Retail,2026-01,Occupancy & office,101760.0,105525.0
PC-202,Houston Retail,Central,Retail,2026-01,Integration costs,0.0,0.0
PC-202,Houston Retail,Central,Retail,2026-01,Other operating expenses,152640.0,146912.0
PC-202,Houston Retail,Central,Retail,2026-02,Core commissions,1552000.0,1479069.0
PC-202,Houston Retail,Central,Retail,2026-02,Fees,372480.0,367605.0
PC-202,Houston Retail,Central,Retail,2026-02,Supplemental commissions,170720.0,174622.0
PC-202,Houston Retail,Central,Retail,2026-02,Contingent commissions,0.0,0.0
PC-202,Houston Retail,Central,Retail,2026-02,Investment income,46560.0,52444.0
PC-202,Houston Retail,Central,Retail,2026-02,Compensation & benefits,822560.0,823124.0
PC-202,Houston Retail,Central,Retail,2026-02,Occupancy & office,93120.0,92265.0
PC-202,Houston Retail,Central,Retail,2026-02,Integration costs,0.0,0.0
PC-202,Houston Retail,Central,Retail,2026-02,Other operating expenses,139680.0,141392.0
PC-202,Houston Retail,Central,Retail,2026-03,Core commissions,1600000.0,1552907.0
PC-202,Houston Retail,Central,Retail,2026-03,Fees,384000.0,400035.0
PC-202,Houston Retail,Central,Retail,2026-03,Supplemental commissions,176000.0,167230.0
PC-202,Houston Retail,Central,Retail,2026-03,Contingent commissions,72000.0,85618.0
PC-202,Houston Retail,Central,Retail,2026-03,Investment income,48000.0,54392.0
PC-202,Houston Retail,Central,Retail,2026-03,Compensation & benefits,848000.0,860310.0
PC-202,Houston Retail,Central,Retail,2026-03,Occupancy & office,96000.0,97310.0
PC-202,Houston Retail,Central,Retail,2026-03,Integration costs,0.0,0.0
PC-202,Houston Retail,Central,Retail,2026-03,Other operating expenses,144000.0,140872.0
PC-202,Houston Retail,Central,Retail,2026-04,Core commissions,1552000.0,1471912.0
PC-202,Houston Retail,Central,Retail,2026-04,Fees,372480.0,384715.0
PC-202,Houston Retail,Central,Retail,2026-04,Supplemental commissions,170720.0,167821.0
PC-202,Houston Retail,Central,Retail,2026-04,Contingent commissions,0.0,0.0
PC-202,Houston Retail,Central,Retail,2026-04,Investment income,46560.0,53119.0
PC-202,Houston Retail,Central,Retail,2026-04,Compensation & benefits,822560.0,833406.0
PC-202,Houston Retail,Central,Retail,2026-04,Occupancy & office,93120.0,91632.0
PC-202,Houston Retail,Central,Retail,2026-04,Integration costs,0.0,0.0
PC-202,Houston Retail,Central,Retail,2026-04,Other operating expenses,139680.0,135418.0
PC-202,Houston Retail,Central,Retail,2026-05,Core commissions,1600000.0,1582411.0
PC-202,Houston Retail,Central,Retail,2026-05,Fees,384000.0,376504.0
PC-202,Houston Retail,Central,Retail,2026-05,Supplemental commissions,176000.0,172404.0
PC-202,Houston Retail,Central,Retail,2026-05,Contingent commissions,0.0,0.0
PC-202,Houston Retail,Central,Retail,2026-05,Investment income,48000.0,53531.0
PC-202,Houston Retail,Central,Retail,2026-05,Compensation & benefits,848000.0,870406.0
PC-202,Houston Retail,Central,Retail,2026-05,Occupancy & office,96000.0,97362.0
PC-202,Houston Retail,Central,Retail,2026-05,Integration costs,0.0,0.0
PC-202,Houston Retail,Central,Retail,2026-05,Other operating expenses,144000.0,153281.0
PC-202,Houston Retail,Central,Retail,2026-06,Core commissions,1696000.0,1719510.0
PC-202,Houston Retail,Central,Retail,2026-06,Fees,407040.0,390836.0
PC-202,Houston Retail,Central,Retail,2026-06,Supplemental commissions,186560.0,187454.0
PC-202,Houston Retail,Central,Retail,2026-06,Contingent commissions,72000.0,48013.0
PC-202,Houston Retail,Central,Retail,2026-06,Investment income,50880.0,56772.0
PC-202,Houston Retail,Central,Retail,2026-06,Compensation & benefits,898880.0,903194.0
PC-202,Houston Retail,Central,Retail,2026-06,Occupancy & office,101760.0,103019.0
PC-202,Houston Retail,Central,Retail,2026-06,Integration costs,0.0,0.0
PC-202,Houston Retail,Central,Retail,2026-06,Other operating expenses,152640.0,151785.0
PC-203,Chicago Retail,Central,Retail,2026-01,Core commissions,1537000.0,1526332.0
PC-203,Chicago Retail,Central,Retail,2026-01,Fees,368880.0,347758.0
PC-203,Chicago Retail,Central,Retail,2026-01,Supplemental commissions,169070.0,168617.0
PC-203,Chicago Retail,Central,Retail,2026-01,Contingent commissions,0.0,0.0
PC-203,Chicago Retail,Central,Retail,2026-01,Investment income,46110.0,52462.0
PC-203,Chicago Retail,Central,Retail,2026-01,Compensation & benefits,814610.0,798466.0
PC-203,Chicago Retail,Central,Retail,2026-01,Occupancy & office,92220.0,89157.0
PC-203,Chicago Retail,Central,Retail,2026-01,Integration costs,0.0,0.0
PC-203,Chicago Retail,Central,Retail,2026-01,Other operating expenses,138330.0,138672.0
PC-203,Chicago Retail,Central,Retail,2026-02,Core commissions,1406500.0,1428938.0
PC-203,Chicago Retail,Central,Retail,2026-02,Fees,337560.0,326433.0
PC-203,Chicago Retail,Central,Retail,2026-02,Supplemental commissions,154715.0,159641.0
PC-203,Chicago Retail,Central,Retail,2026-02,Contingent commissions,0.0,0.0
PC-203,Chicago Retail,Central,Retail,2026-02,Investment income,42195.0,47696.0
PC-203,Chicago Retail,Central,Retail,2026-02,Compensation & benefits,745445.0,733129.0
PC-203,Chicago Retail,Central,Retail,2026-02,Occupancy & office,84390.0,82359.0
PC-203,Chicago Retail,Central,Retail,2026-02,Integration costs,0.0,0.0
PC-203,Chicago Retail,Central,Retail,2026-02,Other operating expenses,126585.0,116953.0
PC-203,Chicago Retail,Central,Retail,2026-03,Core commissions,1450000.0,1405603.0
PC-203,Chicago Retail,Central,Retail,2026-03,Fees,348000.0,346269.0
PC-203,Chicago Retail,Central,Retail,2026-03,Supplemental commissions,159500.0,165078.0
PC-203,Chicago Retail,Central,Retail,2026-03,Contingent commissions,65250.0,52862.0
PC-203,Chicago Retail,Central,Retail,2026-03,Investment income,43500.0,49059.0
PC-203,Chicago Retail,Central,Retail,2026-03,Compensation & benefits,768500.0,754410.0
PC-203,Chicago Retail,Central,Retail,2026-03,Occupancy & office,87000.0,88367.0
PC-203,Chicago Retail,Central,Retail,2026-03,Integration costs,0.0,0.0
PC-203,Chicago Retail,Central,Retail,2026-03,Other operating expenses,130500.0,130383.0
PC-203,Chicago Retail,Central,Retail,2026-04,Core commissions,1406500.0,1363290.0
PC-203,Chicago Retail,Central,Retail,2026-04,Fees,337560.0,348096.0
PC-203,Chicago Retail,Central,Retail,2026-04,Supplemental commissions,154715.0,147065.0
PC-203,Chicago Retail,Central,Retail,2026-04,Contingent commissions,0.0,0.0
PC-203,Chicago Retail,Central,Retail,2026-04,Investment income,42195.0,47942.0
PC-203,Chicago Retail,Central,Retail,2026-04,Compensation & benefits,745445.0,727849.0
PC-203,Chicago Retail,Central,Retail,2026-04,Occupancy & office,84390.0,83885.0
PC-203,Chicago Retail,Central,Retail,2026-04,Integration costs,0.0,0.0
PC-203,Chicago Retail,Central,Retail,2026-04,Other operating expenses,126585.0,120021.0
PC-203,Chicago Retail,Central,Retail,2026-05,Core commissions,1450000.0,1529686.0
PC-203,Chicago Retail,Central,Retail,2026-05,Fees,348000.0,349250.0
PC-203,Chicago Retail,Central,Retail,2026-05,Supplemental commissions,159500.0,152326.0
PC-203,Chicago Retail,Central,Retail,2026-05,Contingent commissions,0.0,0.0
PC-203,Chicago Retail,Central,Retail,2026-05,Investment income,43500.0,49629.0
PC-203,Chicago Retail,Central,Retail,2026-05,Compensation & benefits,768500.0,766492.0
PC-203,Chicago Retail,Central,Retail,2026-05,Occupancy & office,87000.0,89098.0
PC-203,Chicago Retail,Central,Retail,2026-05,Integration costs,0.0,0.0
PC-203,Chicago Retail,Central,Retail,2026-05,Other operating expenses,130500.0,133999.0
PC-203,Chicago Retail,Central,Retail,2026-06,Core commissions,1537000.0,1626987.0
PC-203,Chicago Retail,Central,Retail,2026-06,Fees,368880.0,375922.0
PC-203,Chicago Retail,Central,Retail,2026-06,Supplemental commissions,169070.0,176679.0
PC-203,Chicago Retail,Central,Retail,2026-06,Contingent commissions,65250.0,69351.0
PC-203,Chicago Retail,Central,Retail,2026-06,Investment income,46110.0,52250.0
PC-203,Chicago Retail,Central,Retail,2026-06,Compensation & benefits,814610.0,814844.0
PC-203,Chicago Retail,Central,Retail,2026-06,Occupancy & office,92220.0,94659.0
PC-203,Chicago Retail,Central,Retail,2026-06,Integration costs,0.0,0.0
PC-203,Chicago Retail,Central,Retail,2026-06,Other operating expenses,138330.0,139390.0
PC-204,Denver Retail,Central,Retail,2026-01,Core commissions,954000.0,999472.0
PC-204,Denver Retail,Central,Retail,2026-01,Fees,228960.0,240117.0
PC-204,Denver Retail,Central,Retail,2026-01,Supplemental commissions,104940.0,104674.0
PC-204,Denver Retail,Central,Retail,2026-01,Contingent commissions,0.0,0.0
PC-204,Denver Retail,Central,Retail,2026-01,Investment income,28620.0,31620.0
PC-204,Denver Retail,Central,Retail,2026-01,Compensation & benefits,505620.0,509796.0
PC-204,Denver Retail,Central,Retail,2026-01,Occupancy & office,57240.0,58457.0
PC-204,Denver Retail,Central,Retail,2026-01,Integration costs,0.0,0.0
PC-204,Denver Retail,Central,Retail,2026-01,Other operating expenses,85860.0,86153.0
PC-204,Denver Retail,Central,Retail,2026-02,Core commissions,873000.0,886278.0
PC-204,Denver Retail,Central,Retail,2026-02,Fees,209520.0,200075.0
PC-204,Denver Retail,Central,Retail,2026-02,Supplemental commissions,96030.0,91973.0
PC-204,Denver Retail,Central,Retail,2026-02,Contingent commissions,0.0,0.0
PC-204,Denver Retail,Central,Retail,2026-02,Investment income,26190.0,28974.0
PC-204,Denver Retail,Central,Retail,2026-02,Compensation & benefits,462690.0,457685.0
PC-204,Denver Retail,Central,Retail,2026-02,Occupancy & office,52380.0,52548.0
PC-204,Denver Retail,Central,Retail,2026-02,Integration costs,0.0,0.0
PC-204,Denver Retail,Central,Retail,2026-02,Other operating expenses,78570.0,74024.0
PC-204,Denver Retail,Central,Retail,2026-03,Core commissions,900000.0,870976.0
PC-204,Denver Retail,Central,Retail,2026-03,Fees,216000.0,224379.0
PC-204,Denver Retail,Central,Retail,2026-03,Supplemental commissions,99000.0,101044.0
PC-204,Denver Retail,Central,Retail,2026-03,Contingent commissions,40500.0,32656.0
PC-204,Denver Retail,Central,Retail,2026-03,Investment income,27000.0,30309.0
PC-204,Denver Retail,Central,Retail,2026-03,Compensation & benefits,477000.0,474589.0
PC-204,Denver Retail,Central,Retail,2026-03,Occupancy & office,54000.0,52734.0
PC-204,Denver Retail,Central,Retail,2026-03,Integration costs,0.0,0.0
PC-204,Denver Retail,Central,Retail,2026-03,Other operating expenses,81000.0,79965.0
PC-204,Denver Retail,Central,Retail,2026-04,Core commissions,873000.0,915411.0
PC-204,Denver Retail,Central,Retail,2026-04,Fees,209520.0,213043.0
PC-204,Denver Retail,Central,Retail,2026-04,Supplemental commissions,96030.0,97908.0
PC-204,Denver Retail,Central,Retail,2026-04,Contingent commissions,0.0,0.0
PC-204,Denver Retail,Central,Retail,2026-04,Investment income,26190.0,29750.0
PC-204,Denver Retail,Central,Retail,2026-04,Compensation & benefits,462690.0,459369.0
PC-204,Denver Retail,Central,Retail,2026-04,Occupancy & office,52380.0,50310.0
PC-204,Denver Retail,Central,Retail,2026-04,Integration costs,0.0,0.0
PC-204,Denver Retail,Central,Retail,2026-04,Other operating expenses,78570.0,76706.0
PC-204,Denver Retail,Central,Retail,2026-05,Core commissions,900000.0,927375.0
PC-204,Denver Retail,Central,Retail,2026-05,Fees,216000.0,231269.0
PC-204,Denver Retail,Central,Retail,2026-05,Supplemental commissions,99000.0,103489.0
PC-204,Denver Retail,Central,Retail,2026-05,Contingent commissions,0.0,0.0
PC-204,Denver Retail,Central,Retail,2026-05,Investment income,27000.0,30641.0
PC-204,Denver Retail,Central,Retail,2026-05,Compensation & benefits,477000.0,478320.0
PC-204,Denver Retail,Central,Retail,2026-05,Occupancy & office,54000.0,234000.0
PC-204,Denver Retail,Central,Retail,2026-05,Integration costs,0.0,0.0
PC-204,Denver Retail,Central,Retail,2026-05,Other operating expenses,81000.0,77378.0
PC-204,Denver Retail,Central,Retail,2026-06,Core commissions,954000.0,921879.0
PC-204,Denver Retail,Central,Retail,2026-06,Fees,228960.0,226022.0
PC-204,Denver Retail,Central,Retail,2026-06,Supplemental commissions,104940.0,99998.0
PC-204,Denver Retail,Central,Retail,2026-06,Contingent commissions,40500.0,33050.0
PC-204,Denver Retail,Central,Retail,2026-06,Investment income,28620.0,31890.0
PC-204,Denver Retail,Central,Retail,2026-06,Compensation & benefits,505620.0,495458.0
PC-204,Denver Retail,Central,Retail,2026-06,Occupancy & office,57240.0,57091.0
PC-204,Denver Retail,Central,Retail,2026-06,Integration costs,0.0,0.0
PC-204,Denver Retail,Central,Retail,2026-06,Other operating expenses,85860.0,80744.0
PC-301,Phoenix Retail,West,Retail,2026-01,Core commissions,1166000.0,1183106.0
PC-301,Phoenix Retail,West,Retail,2026-01,Fees,279840.0,253365.0
PC-301,Phoenix Retail,West,Retail,2026-01,Supplemental commissions,128260.0,126901.0
PC-301,Phoenix Retail,West,Retail,2026-01,Contingent commissions,0.0,0.0
PC-301,Phoenix Retail,West,Retail,2026-01,Investment income,34980.0,38185.0
PC-301,Phoenix Retail,West,Retail,2026-01,Compensation & benefits,617980.0,623273.0
PC-301,Phoenix Retail,West,Retail,2026-01,Occupancy & office,69960.0,67921.0
PC-301,Phoenix Retail,West,Retail,2026-01,Integration costs,0.0,0.0
PC-301,Phoenix Retail,West,Retail,2026-01,Other operating expenses,104940.0,104297.0
PC-301,Phoenix Retail,West,Retail,2026-02,Core commissions,1067000.0,1009418.0
PC-301,Phoenix Retail,West,Retail,2026-02,Fees,256080.0,249888.0
PC-301,Phoenix Retail,West,Retail,2026-02,Supplemental commissions,117370.0,113986.0
PC-301,Phoenix Retail,West,Retail,2026-02,Contingent commissions,0.0,0.0
PC-301,Phoenix Retail,West,Retail,2026-02,Investment income,32010.0,36353.0
PC-301,Phoenix Retail,West,Retail,2026-02,Compensation & benefits,565510.0,561409.0
PC-301,Phoenix Retail,West,Retail,2026-02,Occupancy & office,64020.0,65311.0
PC-301,Phoenix Retail,West,Retail,2026-02,Integration costs,0.0,0.0
PC-301,Phoenix Retail,West,Retail,2026-02,Other operating expenses,96030.0,101130.0
PC-301,Phoenix Retail,West,Retail,2026-03,Core commissions,1100000.0,1067300.0
PC-301,Phoenix Retail,West,Retail,2026-03,Fees,264000.0,241925.0
PC-301,Phoenix Retail,West,Retail,2026-03,Supplemental commissions,121000.0,115185.0
PC-301,Phoenix Retail,West,Retail,2026-03,Contingent commissions,49500.0,50367.0
PC-301,Phoenix Retail,West,Retail,2026-03,Investment income,33000.0,36663.0
PC-301,Phoenix Retail,West,Retail,2026-03,Compensation & benefits,583000.0,588252.0
PC-301,Phoenix Retail,West,Retail,2026-03,Occupancy & office,66000.0,67485.0
PC-301,Phoenix Retail,West,Retail,2026-03,Integration costs,0.0,0.0
PC-301,Phoenix Retail,West,Retail,2026-03,Other operating expenses,99000.0,101404.0
PC-301,Phoenix Retail,West,Retail,2026-04,Core commissions,1067000.0,1099552.0
PC-301,Phoenix Retail,West,Retail,2026-04,Fees,256080.0,279107.0
PC-301,Phoenix Retail,West,Retail,2026-04,Supplemental commissions,117370.0,113841.0
PC-301,Phoenix Retail,West,Retail,2026-04,Contingent commissions,0.0,0.0
PC-301,Phoenix Retail,West,Retail,2026-04,Investment income,32010.0,35184.0
PC-301,Phoenix Retail,West,Retail,2026-04,Compensation & benefits,565510.0,552827.0
PC-301,Phoenix Retail,West,Retail,2026-04,Occupancy & office,64020.0,64888.0
PC-301,Phoenix Retail,West,Retail,2026-04,Integration costs,0.0,0.0
PC-301,Phoenix Retail,West,Retail,2026-04,Other operating expenses,96030.0,97013.0
PC-301,Phoenix Retail,West,Retail,2026-05,Core commissions,1100000.0,1062771.0
PC-301,Phoenix Retail,West,Retail,2026-05,Fees,264000.0,274532.0
PC-301,Phoenix Retail,West,Retail,2026-05,Supplemental commissions,121000.0,124229.0
PC-301,Phoenix Retail,West,Retail,2026-05,Contingent commissions,0.0,0.0
PC-301,Phoenix Retail,West,Retail,2026-05,Investment income,33000.0,37172.0
PC-301,Phoenix Retail,West,Retail,2026-05,Compensation & benefits,583000.0,591672.0
PC-301,Phoenix Retail,West,Retail,2026-05,Occupancy & office,66000.0,63965.0
PC-301,Phoenix Retail,West,Retail,2026-05,Integration costs,0.0,0.0
PC-301,Phoenix Retail,West,Retail,2026-05,Other operating expenses,99000.0,104058.0
PC-301,Phoenix Retail,West,Retail,2026-06,Core commissions,1166000.0,1231024.0
PC-301,Phoenix Retail,West,Retail,2026-06,Fees,279840.0,257906.0
PC-301,Phoenix Retail,West,Retail,2026-06,Supplemental commissions,128260.0,122176.0
PC-301,Phoenix Retail,West,Retail,2026-06,Contingent commissions,49500.0,39863.0
PC-301,Phoenix Retail,West,Retail,2026-06,Investment income,34980.0,40139.0
PC-301,Phoenix Retail,West,Retail,2026-06,Compensation & benefits,617980.0,614148.0
PC-301,Phoenix Retail,West,Retail,2026-06,Occupancy & office,69960.0,71163.0
PC-301,Phoenix Retail,West,Retail,2026-06,Integration costs,0.0,0.0
PC-301,Phoenix Retail,West,Retail,2026-06,Other operating expenses,104940.0,97821.0
PC-302,Orange County Retail,West,Retail,2026-01,Core commissions,1431000.0,1463732.0
PC-302,Orange County Retail,West,Retail,2026-01,Fees,343440.0,352180.0
PC-302,Orange County Retail,West,Retail,2026-01,Supplemental commissions,157410.0,151144.0
PC-302,Orange County Retail,West,Retail,2026-01,Contingent commissions,0.0,0.0
PC-302,Orange County Retail,West,Retail,2026-01,Investment income,42930.0,48984.0
PC-302,Orange County Retail,West,Retail,2026-01,Compensation & benefits,758430.0,762999.0
PC-302,Orange County Retail,West,Retail,2026-01,Occupancy & office,85860.0,83257.0
PC-302,Orange County Retail,West,Retail,2026-01,Integration costs,0.0,0.0
PC-302,Orange County Retail,West,Retail,2026-01,Other operating expenses,128790.0,138760.0
PC-302,Orange County Retail,West,Retail,2026-02,Core commissions,1309500.0,1353913.0
PC-302,Orange County Retail,West,Retail,2026-02,Fees,314280.0,304676.0
PC-302,Orange County Retail,West,Retail,2026-02,Supplemental commissions,144045.0,143013.0
PC-302,Orange County Retail,West,Retail,2026-02,Contingent commissions,0.0,0.0
PC-302,Orange County Retail,West,Retail,2026-02,Investment income,39285.0,44013.0
PC-302,Orange County Retail,West,Retail,2026-02,Compensation & benefits,694035.0,687424.0
PC-302,Orange County Retail,West,Retail,2026-02,Occupancy & office,78570.0,80767.0
PC-302,Orange County Retail,West,Retail,2026-02,Integration costs,0.0,0.0
PC-302,Orange County Retail,West,Retail,2026-02,Other operating expenses,117855.0,123933.0
PC-302,Orange County Retail,West,Retail,2026-03,Core commissions,1350000.0,1286097.0
PC-302,Orange County Retail,West,Retail,2026-03,Fees,324000.0,353859.0
PC-302,Orange County Retail,West,Retail,2026-03,Supplemental commissions,148500.0,150513.0
PC-302,Orange County Retail,West,Retail,2026-03,Contingent commissions,60750.0,69625.0
PC-302,Orange County Retail,West,Retail,2026-03,Investment income,40500.0,45203.0
PC-302,Orange County Retail,West,Retail,2026-03,Compensation & benefits,715500.0,725537.0
PC-302,Orange County Retail,West,Retail,2026-03,Occupancy & office,81000.0,84016.0
PC-302,Orange County Retail,West,Retail,2026-03,Integration costs,0.0,0.0
PC-302,Orange County Retail,West,Retail,2026-03,Other operating expenses,121500.0,117030.0
PC-302,Orange County Retail,West,Retail,2026-04,Core commissions,1309500.0,1357930.0
PC-302,Orange County Retail,West,Retail,2026-04,Fees,314280.0,316679.0
PC-302,Orange County Retail,West,Retail,2026-04,Supplemental commissions,144045.0,143807.0
PC-302,Orange County Retail,West,Retail,2026-04,Contingent commissions,0.0,0.0
PC-302,Orange County Retail,West,Retail,2026-04,Investment income,39285.0,44544.0
PC-302,Orange County Retail,West,Retail,2026-04,Compensation & benefits,694035.0,684391.0
PC-302,Orange County Retail,West,Retail,2026-04,Occupancy & office,78570.0,80781.0
PC-302,Orange County Retail,West,Retail,2026-04,Integration costs,0.0,0.0
PC-302,Orange County Retail,West,Retail,2026-04,Other operating expenses,117855.0,124092.0
PC-302,Orange County Retail,West,Retail,2026-05,Core commissions,1350000.0,1283039.0
PC-302,Orange County Retail,West,Retail,2026-05,Fees,324000.0,348730.0
PC-302,Orange County Retail,West,Retail,2026-05,Supplemental commissions,148500.0,144696.0
PC-302,Orange County Retail,West,Retail,2026-05,Contingent commissions,0.0,0.0
PC-302,Orange County Retail,West,Retail,2026-05,Investment income,40500.0,45628.0
PC-302,Orange County Retail,West,Retail,2026-05,Compensation & benefits,715500.0,710305.0
PC-302,Orange County Retail,West,Retail,2026-05,Occupancy & office,81000.0,77946.0
PC-302,Orange County Retail,West,Retail,2026-05,Integration costs,0.0,0.0
PC-302,Orange County Retail,West,Retail,2026-05,Other operating expenses,121500.0,128323.0
PC-302,Orange County Retail,West,Retail,2026-06,Core commissions,1431000.0,1376366.0
PC-302,Orange County Retail,West,Retail,2026-06,Fees,343440.0,323666.0
PC-302,Orange County Retail,West,Retail,2026-06,Supplemental commissions,157410.0,162098.0
PC-302,Orange County Retail,West,Retail,2026-06,Contingent commissions,60750.0,49689.0
